id,Brown dwarf,Constellation,Right ascension,Declination,App.mag.,Distance,Spectraltype,Mass,Radius,Discovery year
683,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
684,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
685,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
686,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
687,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
688,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
689,WISEP J061135.13-041024.0B,,6h 11m 35.12s,−4° 10′ 24″,,69,T1.5,53,,2014
690,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
691,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
692,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
693,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
694,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
695,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
696,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
697,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
698,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
699,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,,39,L5,56,0.99,2008
700,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
701,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
702,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
703,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
704,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
705,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
706,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
707,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
708,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
709,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,,65,L1.5,67,1.01,2008
710,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
711,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
712,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
713,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
714,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
715,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
716,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
717,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
718,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
719,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,,51,L0,75,1.05,2008
720,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
721,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
722,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
723,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
724,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
725,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
726,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
727,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
728,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
729,2MASS J07003664+3157266 [de],Gemini,7h 0m 36.64s,31° 57′ 26.6″,,40,L3.5:,,,2003
730,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
731,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
732,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
733,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
734,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
735,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
736,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
737,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
738,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
739,2MASS J07075327-4900503,,7h 7m 53.27s,−49° 0′ 50.3″,,60,M9,72,1.03,n/a
740,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
741,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
742,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
743,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
744,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
745,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
746,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
747,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
748,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
749,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,,13.4,T9,26,0.98,2010
750,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
751,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
752,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
753,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
754,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
755,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
756,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
757,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
758,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
759,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,,29.6,T7,41,0.94,2002
760,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
761,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
762,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
763,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
764,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
765,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
766,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
767,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
768,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
769,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,,25.8,T8 pec,37,0.94,2007
770,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
771,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
772,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
773,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
774,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
775,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
776,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
777,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
778,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
779,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,,49,T5,43,0.94,2004
780,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
781,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
782,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
783,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
784,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
785,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
786,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
787,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
788,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
789,2MASS J0746425+200032 [fr],Gemini,7h 46m 42.56s,20° 0′ 32.1″,,49.6,L0.5,,,1999
790,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
791,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
792,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
793,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
794,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
795,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
796,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
797,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
798,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
799,DENIS-P J0751164-253043 [de],Puppis,7h 51m 16.45s,−25° 30′ 43.2″,,55,L2.5,71,1.03,2008
800,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
801,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
802,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
803,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
804,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
805,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
806,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
807,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
808,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
809,2MASS J07522390+1612157,,7h 52m 23.9s,16° 12′ 15.7″,,60,M7βγ,68,2.01,
810,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
811,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
812,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
813,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
814,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
815,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
816,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
817,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
818,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
819,DENIS J081730.0-615520,Carina,8h 17m 30.01s,−61° 55′ 15.8″,13.6,16.1,T6,44,0.94,2010
820,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
821,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
822,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
823,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
824,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
825,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
826,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
827,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
828,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
829,DENIS J082303.1−491201A,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L1.5,44,,2006
830,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
831,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
832,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
833,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
834,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
835,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
836,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
837,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
838,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
839,DENIS J082303.1−491201B,Vela,8h 23m 3.13s,−49° 12′ 1.3″,,67,L5.5,28,,2006
840,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
841,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
842,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
843,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
844,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
845,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
846,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
847,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
848,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
849,2MASS J08251968+2115521 [de],Cancer,8h 25m 19.68s,21° 15′ 52.1″,,35,L7.5,52,0.98,2000
850,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
851,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
852,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
853,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
854,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
855,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
856,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
857,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
858,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
859,SDSSp J083008.12+482847.4 [de],Lynx,8h 30m 8.25s,48° 28′ 48.2″,,43,L8,48,0.99,2002
860,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
861,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
862,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
863,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
864,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
865,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
866,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
867,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
868,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
869,LHS 2021,,8h 30m 32.56s,9° 47′ 15.4″,,55,M6.5,88,1.15,
870,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
871,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
872,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
873,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
874,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
875,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
876,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
877,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
878,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
879,SDSS J083048.80+012831.1 [de],Hydra,8h 30m 48.78s,1° 28′ 31.1″,,77,T4.5,46,0.96,2004
880,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
881,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
882,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
883,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
884,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
885,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
886,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
887,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
888,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
889,2MASSI J0835425-081923 [de],Hydra,8h 35m 42.56s,−8° 19′ 23.7″,,23.53,L5,62,1.00,2003
890,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
891,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
892,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
893,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
894,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
895,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
896,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
897,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
898,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
899,2MASSI J0847287-153237 [de],Hydra,8h 47m 28.72s,−15° 32′ 37.2″,,43,L2,64,1.00,2003
900,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
901,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
902,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
903,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
904,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
905,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
906,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
907,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
908,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
909,2MASS J08533619-0329321,,8h 53m 36.19s,−3° 29′ 32.1″,,27.6,M9,77,1.07,
910,2MASSI J0859254-194926 [de],Pyxis,8h 59m 25.47s,−19° 49′ 26.8″,,50,L6,50,0.98,2003
